what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339554549675
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339554551197
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339554566249
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1339554570416
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1339554573113
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339554573572
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339554574582
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339554591858
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1339554595171
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339554612450
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339554624118
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339566657441
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339566659768
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339566824042
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1339566826952
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1339566826952
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339566827855
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339566828486
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339566829673
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339566858921
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1339566861542
