what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339317706958
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339317710975
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339317712152
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339318204358
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339318205851
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339318206761
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339318207770
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339318209352
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339318210399
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339318211334
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339318212099
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339318214325
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1339318222033
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339318225052
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339318231019
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339318234849
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339318245638
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339318267384
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339318270538
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339318271111
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339318271908
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339318273690
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339318300063
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339318309817
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339318318488
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339318328524
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339318331366
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339318335204
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339318337248
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339318349982
executed,command,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors.lineNumberToggle",1339318354411
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339318368884
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339318369472
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339318373378
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339318374164
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339318375786
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339318386617
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339318389276
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339318392098
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339318473018
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339318477777
opened,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1339318516322
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1339318516367
opened,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1339318521676
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1339318521700
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339318524205
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1339318525571
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1339318531375
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339318532025
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339318533141
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339318536306
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339318563071
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339318565070
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339318579352
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1339318581423
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1339318590834
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1339318590857
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1339318596512
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1339318600324
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1339318608733
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339318615830
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339318617970
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1339318624204
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1339318625681
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339318626066
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339318626723
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339318635732
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339318642250
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339318652680
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1339318662236
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1339318663392
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339318670527
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339318672109
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339318674970
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339318681863
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339318724658
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339318807430
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1339318840564
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1339318841551
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339318841922
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339318844686
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339318851164
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339318868793
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339318870755
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339318895466
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339318901381
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339318906124
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1339318908999
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339318909274
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1339318912918
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339318921318
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1339318926840
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1339318927240
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1339318927684
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1339318928072
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1339318928466
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1339318928923
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339318930699
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1339318933347
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339318953633
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339318955056
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339318970506
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339318976828
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339318994712
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339319003038
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1339319011311
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1339319013303
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339319013620
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339319017789
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339319022847
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339319026625
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1339319038278
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1339319044120
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339319053264
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339319061927
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1339319065573
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1339319078094
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1339319078773
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1339319087425
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339319087826
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1339319089865
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1339319093343
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339319095061
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339319113152
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1339319118462
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1339319126721
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1339319128030
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1339319128827
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339319129246
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1339319133341
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1339319134706
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339319139449
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1339319152786
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1339319164535
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1339319165193
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1339319167703
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339319168127
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1339319175682
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1339319177147
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339319178668
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1339319182164
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339319182439
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339319183641
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1339319188241
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1339319192461
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1339319193139
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1339319199160
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1339319199554
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1339319200582
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339319201821
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339319223375
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339319247938
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339319251690
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339319306719
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339319318900
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339319320583
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339319322135
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339319331075
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineEnd",1339319333670
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339319334381
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339319336783
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339319475673
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1339319478341
started,bundle,org.eclipse.cdt.debug.core,7.1.0.201202111925,"org.eclipse.cdt.debug.core",1339319478528
started,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1339319478547
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339319478599
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339319479025
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339319479112
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339319480540
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339319489050
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339319489231
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339319489244
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339319490288
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339319493944
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339319570900
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339319571688
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339319752870
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1339319788347
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1339319788867
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339319789179
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1339319789824
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1339319790884
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1339319791866
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339319792133
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339319799287
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1339319803502
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1339319805261
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339319805512
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339319806200
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339319807424
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339319810870
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339319813851
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339319822301
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1339319825557
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1339319825803
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339319826877
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339319836102
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339319861963
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1339319863882
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339319863893
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339319868808
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339319870504
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339319877114
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1339319879715
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339319879727
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339319882778
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339319887363
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339319888484
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339319888973
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339319909271
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339319926284
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339319927596
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339319934661
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339319940816
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339319943305
executed,command,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.edit.text.c.toggle.comment",1339319945733
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339319946252
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339319946882
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339319951379
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1339319959143
executed,command,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.edit.text.c.toggle.comment",1339319962650
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339319962920
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339319963470
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339319966556
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1339319970444
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1339319971734
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1339319971907
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1339319973009
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1339319975405
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339319975793
executed,command,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.edit.text.c.toggle.comment",1339319978352
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339319978761
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339319979316
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339319986995
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339319998431
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339320000411
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1339320001603
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339320002047
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1339320005573
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1339320007352
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339320007602
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339320008430
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339320009755
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1339320012015
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1339320012552
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1339320014498
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1339320015526
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339320015797
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339320019283
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339320019844
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339320026293
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339320031438
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339320043801
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1339320045976
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1339320046782
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1339320047679
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1339320048304
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1339320049129
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.redo",1339320050607
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.redo",1339320051084
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.redo",1339320051119
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.redo",1339320051132
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.redo",1339320051164
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1339320054055
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1339320055474
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1339320055599
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1339320055784
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339320056015
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339320059402
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339320064753
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1339320066290
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339320066529
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339320069013
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339320073959
