what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1339498782150
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1339498784328
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1339498785133
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1339498785691
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339498786232
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1339498792405
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339498793120
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339498799707
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1339498803683
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339498804355
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339498805321
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1339498807152
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1339498808089
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339498809339
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1339498817734
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1339498819048
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339498819544
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1339498824699
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339498825147
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339498837969
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339498838825
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339498840103
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1339498841434
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1339498873696
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1339498874869
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339498875210
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339498881246
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339498881923
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339498917061
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339498918412
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339498929328
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339498930427
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339498931129
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339498933005
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339498934259
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339498935008
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339498936648
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339498938615
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339498956417
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339498972042
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339498983913
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339498985058
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339498985868
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339498988604
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339499010177
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339499032446
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339499090427
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339499093506
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339499213991
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1339499218470
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339499219016
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1339499222238
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1339499222730
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1339499223041
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1339499223259
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1339499223745
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1339499223787
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1339499223829
