what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339477321813
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339477322730
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339477323822
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339477334236
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339477339081
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339477343176
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339477347999
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339477349842
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339477350688
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339477354184
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1339477355740
opened,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1339477356881
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1339477356896
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1339477358066
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1339477362483
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1339477364619
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1339477367179
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1339477373435
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1339477374560
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1339477382349
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1339477388310
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339477403333
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.newWizard",1339477405372
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339477405401
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1339477407198
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339477407722
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339477417831
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339477418318
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1339477418704
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339477420214
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339477423531
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339477439956
error,log,,,"Core exception while retrieving the content description",1339477441686
error,log,,,"Core exception while retrieving the content description",1339477441687
error,log,,,"Core exception while retrieving the content description",1339477441688
error,log,,,"Core exception while retrieving the content description",1339477441689
error,log,,,"Core exception while retrieving the content description",1339477441691
error,log,,,"Core exception while retrieving the content description",1339477441692
error,log,,,"Core exception while retrieving the content description",1339477441692
error,log,,,"Core exception while retrieving the content description",1339477441694
opened,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1339477443993
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1339477444041
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1339477445937
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1339477448144
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1339477449509
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1339477450821
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1339477453447
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1339477454003
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1339477455316
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339477455870
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339478093551
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339478100992
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339478102851
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339478338607
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1339478373848
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339478374333
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1339478375600
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339478375875
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339478386780
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339478398599
