what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339480598358
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339480598867
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339480603059
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339480605548
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339480616832
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1339480622910
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339480652675
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339480833678
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339480834097
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339480835549
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339480839816
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339480841984
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339480863958
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339480864809
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339480865694
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339480875252
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339480877770
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339480892728
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1339480899430
opened,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1339480899532
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1339480899555
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1339480899569
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1339480903826
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1339480904391
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339480904870
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339480910816
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1339480913510
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1339480914298
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1339480915782
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1339480935061
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339480936108
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1339480938967
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1339480946024
opened,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1339480946218
